t_accept,t_incorrect,t2_safe,n,n_acceptable,n_uncertain,n_incorrect,coverage,abstention_rate,acceptable_precision,incorrect_precision,incorrect_recall,selective_error,false_acceptance_among_accepted,false_rejection_among_flagged,accepted_correct,accepted_incorrect,flagged_incorrect,flagged_correct,speakers_any,speakers_5plus,speakers_with_incorrect,speakers_with_acceptable
0.48111,0.50533,False,1424,718,286,420,0.7991573033707865,0.20084269662921347,0.883008356545961,0.2619047619047619,0.45643153526970953,0.3462214411247803,0.116991643454039,0.7380952380952381,634,84,110,310,32,32,32,32
0.48111,0.50533,True,1424,718,389,317,0.7268258426966292,0.2731741573033708,0.883008356545961,0.28391167192429023,0.37344398340248963,0.3004830917874396,0.116991643454039,0.7160883280757098,634,84,90,227,32,32,32,32
0.48111,0.50776,False,1424,718,308,398,0.7837078651685393,0.21629213483146068,0.883008356545961,0.2638190954773869,0.43568464730290457,0.3378136200716846,0.116991643454039,0.7361809045226131,634,84,105,293,32,32,32,32
0.48111,0.50776,True,1424,718,405,301,0.7155898876404494,0.28441011235955055,0.883008356545961,0.2823920265780731,0.35269709543568467,0.2944062806673209,0.116991643454039,0.717607973421927,634,84,85,216,32,32,32,32
0.48111,0.5105,False,1424,718,324,382,0.7724719101123596,0.22752808988764045,0.883008356545961,0.27486910994764396,0.43568464730290457,0.3281818181818182,0.116991643454039,0.725130890052356,634,84,105,277,32,32,32,32
0.48111,0.5105,True,1424,718,416,290,0.7078651685393258,0.29213483146067415,0.883008356545961,0.29310344827586204,0.35269709543568467,0.2867063492063492,0.116991643454039,0.7068965517241379,634,84,85,205,32,32,32,32
0.48111,0.51391,False,1424,718,344,362,0.7584269662921348,0.24157303370786518,0.883008356545961,0.27624309392265195,0.4149377593360996,0.32037037037037036,0.116991643454039,0.7237569060773481,634,84,100,262,32,32,32,32
0.48111,0.51391,True,1424,718,427,279,0.7001404494382022,0.29985955056179775,0.883008356545961,0.2939068100358423,0.34024896265560167,0.2818455366098295,0.116991643454039,0.7060931899641577,634,84,82,197,32,32,32,32
0.48111,0.51704,False,1424,718,363,343,0.7450842696629213,0.25491573033707865,0.883008356545961,0.27696793002915454,0.3941908713692946,0.31291234684260133,0.116991643454039,0.7230320699708455,634,84,95,248,32,32,32,32
0.48111,0.51704,True,1424,718,443,263,0.6889044943820225,0.31109550561797755,0.883008356545961,0.2965779467680608,0.3236514522821577,0.2742099898063201,0.116991643454039,0.7034220532319392,634,84,78,185,32,32,32,32
0.48111,0.51897,False,1424,718,383,323,0.7310393258426966,0.26896067415730335,0.883008356545961,0.28173374613003094,0.3775933609958506,0.3035542747358309,0.116991643454039,0.718266253869969,634,84,91,232,32,32,32,32
0.48111,0.51897,True,1424,718,462,244,0.675561797752809,0.324438202247191,0.883008356545961,0.30327868852459017,0.3070539419087137,0.26403326403326405,0.116991643454039,0.6967213114754098,634,84,74,170,32,32,32,32
0.48111,0.52434,False,1424,718,404,302,0.7162921348314607,0.28370786516853935,0.883008356545961,0.28807947019867547,0.36099585062240663,0.2931372549019608,0.116991643454039,0.7119205298013245,634,84,87,215,32,32,32,32
0.48111,0.52434,True,1424,718,481,225,0.6622191011235955,0.3377808988764045,0.883008356545961,0.3111111111111111,0.29045643153526973,0.25344644750795337,0.116991643454039,0.6888888888888889,634,84,70,155,32,32,32,32
0.48111,0.52767,False,1424,718,420,286,0.7050561797752809,0.2949438202247191,0.883008356545961,0.2972027972027972,0.35269709543568467,0.28386454183266935,0.116991643454039,0.7027972027972028,634,84,85,201,32,32,32,32
0.48111,0.52767,True,1424,718,494,212,0.6530898876404494,0.34691011235955055,0.883008356545961,0.32075471698113206,0.2821576763485477,0.24516129032258063,0.116991643454039,0.6792452830188679,634,84,68,144,32,32,32,32
0.48111,0.53286,False,1424,718,442,264,0.6896067415730337,0.3103932584269663,0.883008356545961,0.3068181818181818,0.3360995850622407,0.27189409368635437,0.116991643454039,0.6931818181818182,634,84,81,183,32,32,32,32
0.48111,0.53286,True,1424,718,512,194,0.6404494382022472,0.3595505617977528,0.883008356545961,0.32989690721649484,0.26556016597510373,0.23464912280701755,0.116991643454039,0.6701030927835051,634,84,64,130,32,32,32,32
0.48111,0.53953,False,1424,718,464,242,0.6741573033707865,0.3258426966292135,0.883008356545961,0.30991735537190085,0.3112033195020747,0.26145833333333335,0.116991643454039,0.6900826446280992,634,84,75,167,32,32,32,32
0.48111,0.53953,True,1424,718,529,177,0.6285112359550562,0.3714887640449438,0.883008356545961,0.3389830508474576,0.24896265560165975,0.2245810055865922,0.116991643454039,0.6610169491525424,634,84,60,117,32,32,32,32
0.48111,0.54572,False,1424,718,485,221,0.6594101123595506,0.34058988764044945,0.883008356545961,0.3212669683257919,0.2946058091286307,0.24920127795527156,0.116991643454039,0.6787330316742082,634,84,71,150,32,32,32,32
0.48111,0.54572,True,1424,718,543,163,0.6186797752808989,0.3813202247191011,0.883008356545961,0.3558282208588957,0.24066390041493776,0.21452894438138478,0.116991643454039,0.6441717791411042,634,84,58,105,32,32,32,32
0.48111,0.54999,False,1424,718,503,203,0.6467696629213483,0.3532303370786517,0.883008356545961,0.3399014778325123,0.2863070539419087,0.23669923995656894,0.116991643454039,0.6600985221674877,634,84,69,134,32,32,31,32
0.48111,0.54999,True,1424,718,559,147,0.6074438202247191,0.3925561797752809,0.883008356545961,0.38095238095238093,0.23236514522821577,0.2023121387283237,0.116991643454039,0.6190476190476191,634,84,56,91,32,32,30,32
0.48111,0.55464,False,1424,718,525,181,0.6313202247191011,0.3686797752808989,0.883008356545961,0.3370165745856354,0.25311203319502074,0.22691879866518352,0.116991643454039,0.6629834254143646,634,84,61,120,32,32,30,32
0.48111,0.55464,True,1424,718,575,131,0.5962078651685393,0.40379213483146065,0.883008356545961,0.3893129770992366,0.21161825726141079,0.19316843345111898,0.116991643454039,0.6106870229007634,634,84,51,80,32,32,29,32
